"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UKE00107962","YEOVILTON, UK","2024-02-03","0.00",,,"57","49"
"UKE00107962","YEOVILTON, UK","2024-02-04","0.00",,,"54","52"
"UKE00107962","YEOVILTON, UK","2024-02-05","0.00",,,"57","48"
"UKE00107962","YEOVILTON, UK","2024-02-06","0.50",,,"53","49"
"UKE00107962","YEOVILTON, UK","2024-02-07","0.34",,,"56","41"
"UKE00107962","YEOVILTON, UK","2024-02-08","0.40",,,"56","42"
"UKE00107962","YEOVILTON, UK","2024-02-09","0.06",,,"53","50"
"UKE00107962","YEOVILTON, UK","2024-02-10","0.06",,,"50","42"
"UKE00107962","YEOVILTON, UK","2024-02-11","0.01",,,"51","45"
"UKE00107962","YEOVILTON, UK","2024-02-12","0.02",,,"56","32"
"UKE00107962","YEOVILTON, UK","2024-02-13","0.04",,,"58","39"
"UKE00107962","YEOVILTON, UK","2024-02-14","0.01",,,"61","47"
"UKE00107962","YEOVILTON, UK","2024-02-15","0.56",,,"53","53"
"UKE00107962","YEOVILTON, UK","2024-02-16","0.01",,,"55","45"
"UKE00107962","YEOVILTON, UK","2024-02-17","0.72",,,"58","41"
"UKE00107962","YEOVILTON, UK","2024-02-18","0.01",,,"54","52"
"UKE00107962","YEOVILTON, UK","2024-02-19","0.01",,,"56","47"
"UKE00107962","YEOVILTON, UK","2024-02-20","0.14",,,"56","39"
"UKE00107962","YEOVILTON, UK","2024-02-21","0.21",,,"46","49"
"UKE00107962","YEOVILTON, UK","2024-02-22","0.26",,,"47","44"
"UKE00107962","YEOVILTON, UK","2024-02-23","0.01",,,"47","38"
"UKE00107962","YEOVILTON, UK","2024-02-24","0.01",,,"49","29"
"UKE00107962","YEOVILTON, UK","2024-02-25","0.33",,,"49","30"
"UKE00107962","YEOVILTON, UK","2024-02-26","0.00",,,"49","41"
"UKE00107962","YEOVILTON, UK","2024-02-27","0.02",,,"53","28"
"UKE00107962","YEOVILTON, UK","2024-02-28","0.29",,,"50","34"
"UKE00107962","YEOVILTON, UK","2024-02-29","0.40",,,"48","45"
"UKE00107962","YEOVILTON, UK","2024-03-01","0.17",,,"47","36"
"UKE00107962","YEOVILTON, UK","2024-03-02","0.00",,,"51","35"
"UKE00107962","YEOVILTON, UK","2024-03-03","0.00",,,"49","27"
"UKE00107962","YEOVILTON, UK","2024-03-04","0.41",,,"52","29"
"UKE00107962","YEOVILTON, UK","2024-03-05","0.02",,,"54","36"
"UKE00107962","YEOVILTON, UK","2024-03-06","0.00",,,"54","28"
"UKE00107962","YEOVILTON, UK","2024-03-07","0.00",,,"53","38"
"UKE00107962","YEOVILTON, UK","2024-03-08","0.01",,,"53","39"
"UKE00107962","YEOVILTON, UK","2024-03-09","0.11",,,"51","42"
"UKE00107962","YEOVILTON, UK","2024-03-10","0.00",,,"53","42"
"UKE00107962","YEOVILTON, UK","2024-03-11","0.29",,,"58","43"
"UKE00107962","YEOVILTON, UK","2024-03-12","0.02",,,"55","43"
"UKE00107962","YEOVILTON, UK","2024-03-13","0.01",,,"57","51"
"UKE00107962","YEOVILTON, UK","2024-03-14","0.06",,,"58","51"
"UKE00107962","YEOVILTON, UK","2024-03-15","0.14",,,"54","51"
"UKE00107962","YEOVILTON, UK","2024-03-16","0.21",,,"61","33"
"UKE00107962","YEOVILTON, UK","2024-03-17","0.00",,,"60","46"
"UKE00107962","YEOVILTON, UK","2024-03-18","0.00",,,"58","42"
"UKE00107962","YEOVILTON, UK","2024-03-19","0.02",,,"60","51"
"UKE00107962","YEOVILTON, UK","2024-03-20","0.00",,,"57","50"
"UKE00107962","YEOVILTON, UK","2024-03-21","0.00",,,"54","48"
"UKE00107962","YEOVILTON, UK","2024-03-22","0.04",,,"51","48"
"UKE00107962","YEOVILTON, UK","2024-03-23","0.20",,,"54","39"
"UKE00107962","YEOVILTON, UK","2024-03-24","0.06",,,"53","41"
"UKE00107962","YEOVILTON, UK","2024-03-25","0.00",,,"54","44"
"UKE00107962","YEOVILTON, UK","2024-03-26","0.06",,,"49","47"
"UKE00107962","YEOVILTON, UK","2024-03-27","0.67",,,"53","39"
"UKE00107962","YEOVILTON, UK","2024-03-28","0.44",,,"55","35"
"UKE00107962","YEOVILTON, UK","2024-03-29","0.05",,,"56","42"
"UKE00107962","YEOVILTON, UK","2024-03-30","0.03",,,"59","37"
"UKE00107962","YEOVILTON, UK","2024-03-31","0.40",,,"56","40"
"UKE00107962","YEOVILTON, UK","2024-04-01","0.08",,,"54","37"
"UKE00107962","YEOVILTON, UK","2024-04-02","0.34",,,"57","42"
"UKE00107962","YEOVILTON, UK","2024-04-03","0.09",,,"58","50"
"UKE00107962","YEOVILTON, UK","2024-04-04","0.29",,,"62","48"
"UKE00107962","YEOVILTON, UK","2024-04-05","0.03",,,"61","53"
"UKE00107962","YEOVILTON, UK","2024-04-06","0.04",,,"59","54"
"UKE00107962","YEOVILTON, UK","2024-04-07","0.00",,,"57","50"
"UKE00107962","YEOVILTON, UK","2024-04-08","0.04",,,"55","51"
"UKE00107962","YEOVILTON, UK","2024-04-09","0.00",,,"58","43"
"UKE00107962","YEOVILTON, UK","2024-04-10","0.24",,,"62","42"
"UKE00107962","YEOVILTON, UK","2024-04-11","0.00",,,"64","51"
"UKE00107962","YEOVILTON, UK","2024-04-12","0.00",,,"65","48"
"UKE00107962","YEOVILTON, UK","2024-04-13","0.00",,,"56","50"
"UKE00107962","YEOVILTON, UK","2024-04-14","0.16",,,"53","45"
"UKE00107962","YEOVILTON, UK","2024-04-15","0.02",,,"57","43"
"UKE00107962","YEOVILTON, UK","2024-04-16","0.06",,,"53","44"
"UKE00107962","YEOVILTON, UK","2024-04-17","0.02",,,"56","39"
"UKE00107962","YEOVILTON, UK","2024-04-18","0.00",,,"60","34"
"UKE00107962","YEOVILTON, UK","2024-04-19","0.00",,,"56","46"
"UKE00107962","YEOVILTON, UK","2024-04-20","0.00",,,"56","35"
"UKE00107962","YEOVILTON, UK","2024-04-21","0.00",,,"51","34"
"UKE00107962","YEOVILTON, UK","2024-04-22","0.07",,,"57","37"
"UKE00107962","YEOVILTON, UK","2024-04-23","0.01",,,"56","43"
"UKE00107962","YEOVILTON, UK","2024-04-24","0.00",,,"53","39"
"UKE00107962","YEOVILTON, UK","2024-04-25","0.09",,,"53","36"
"UKE00107962","YEOVILTON, UK","2024-04-26","0.06",,,"54","42"
"UKE00107962","YEOVILTON, UK","2024-04-27","0.26",,,"56","43"
"UKE00107962","YEOVILTON, UK","2024-04-28","0.00",,,"59","42"
"UKE00107962","YEOVILTON, UK","2024-04-29","0.00",,,"61","40"
"UKE00107962","YEOVILTON, UK","2024-04-30","0.09",,,"56","50"
"UKE00107962","YEOVILTON, UK","2024-05-01","1.11",,,"53","42"
"UKE00107962","YEOVILTON, UK","2024-05-02","0.01",,,"60","48"
"UKE00107962","YEOVILTON, UK","2024-05-03","0.00",,,"63","47"
"UKE00107962","YEOVILTON, UK","2024-05-04","0.00",,,"60","38"
"UKE00107962","YEOVILTON, UK","2024-05-05","0.03",,,"64","41"
"UKE00107962","YEOVILTON, UK","2024-05-06","0.15",,,"68","41"
"UKE00107962","YEOVILTON, UK","2024-05-07","0.00",,,"69","45"
"UKE00107962","YEOVILTON, UK","2024-05-08","0.00",,,"73","46"
"UKE00107962","YEOVILTON, UK","2024-05-09","0.00",,,"73","46"
"UKE00107962","YEOVILTON, UK","2024-05-10","0.00",,,"73","47"
"UKE00107962","YEOVILTON, UK","2024-05-11","0.00",,,"77","48"
"UKE00107962","YEOVILTON, UK","2024-05-12","0.00",,,"61","54"
"UKE00107962","YEOVILTON, UK","2024-05-13","0.62",,,"64","54"
"UKE00107962","YEOVILTON, UK","2024-05-14","0.00",,,"62","52"
"UKE00107962","YEOVILTON, UK","2024-05-15","0.00",,,"66","52"
"UKE00107962","YEOVILTON, UK","2024-05-16","0.43",,,"69","45"
"UKE00107962","YEOVILTON, UK","2024-05-17","0.00",,,"65","44"
"UKE00107962","YEOVILTON, UK","2024-05-18","0.61",,,"71","46"
"UKE00107962","YEOVILTON, UK","2024-05-19","0.00",,,"69","49"
"UKE00107962","YEOVILTON, UK","2024-05-20","0.00",,,"67","51"
"UKE00107962","YEOVILTON, UK","2024-05-21","0.55",,,"65","49"
"UKE00107962","YEOVILTON, UK","2024-05-22","0.01",,,"59","54"
"UKE00107962","YEOVILTON, UK","2024-05-23","0.00",,,"62","52"
"UKE00107962","YEOVILTON, UK","2024-05-24","0.00",,,"65","48"
"UKE00107962","YEOVILTON, UK","2024-05-25","0.31",,,"65","44"
"UKE00107962","YEOVILTON, UK","2024-05-26","1.05",,,"61","53"
"UKE00107962","YEOVILTON, UK","2024-05-27","0.39",,,"63","48"
"UKE00107962","YEOVILTON, UK","2024-05-28","0.05",,,"65","52"
"UKE00107962","YEOVILTON, UK","2024-05-29","0.05",,,"63","55"
"UKE00107962","YEOVILTON, UK","2024-05-30","0.00",,,"67","50"
"UKE00107962","YEOVILTON, UK","2024-05-31","0.00",,,"66","50"
"UKE00107962","YEOVILTON, UK","2024-06-01","0.00",,,"71","45"
"UKE00107962","YEOVILTON, UK","2024-06-02","0.00",,,"70","45"
"UKE00107962","YEOVILTON, UK","2024-06-03","0.00",,,"63","48"
"UKE00107962","YEOVILTON, UK","2024-06-04","0.03",,,"62","52"
"UKE00107962","YEOVILTON, UK","2024-06-05","0.00",,,"64","40"
"UKE00107962","YEOVILTON, UK","2024-06-06","0.00",,,"65","45"
"UKE00107962","YEOVILTON, UK","2024-06-07","0.00",,,"66","41"
"UKE00107962","YEOVILTON, UK","2024-06-08","0.00",,,"63","50"
"UKE00107962","YEOVILTON, UK","2024-06-09","0.16",,,"64","39"
"UKE00107962","YEOVILTON, UK","2024-06-10","0.00",,,"62","52"
"UKE00107962","YEOVILTON, UK","2024-06-11","0.00",,,"62","41"
"UKE00107962","YEOVILTON, UK","2024-06-12","0.00",,,"60","41"
"UKE00107962","YEOVILTON, UK","2024-06-13","0.05",,,"63","42"
"UKE00107962","YEOVILTON, UK","2024-06-14","0.17",,,"64","52"
"UKE00107962","YEOVILTON, UK","2024-06-15","0.00",,,"65","46"
"UKE00107962","YEOVILTON, UK","2024-06-16","0.04",,,"69","51"
"UKE00107962","YEOVILTON, UK","2024-06-17","0.00",,,"70","43"
"UKE00107962","YEOVILTON, UK","2024-06-18","0.00",,,"70","46"
"UKE00107962","YEOVILTON, UK","2024-06-19","0.00",,,"73","45"
"UKE00107962","YEOVILTON, UK","2024-06-20","0.00",,,"71","48"
"UKE00107962","YEOVILTON, UK","2024-06-21","0.03",,,"68","47"
"UKE00107962","YEOVILTON, UK","2024-06-22","0.00",,,"68","56"
"UKE00107962","YEOVILTON, UK","2024-06-23","0.00",,,"71","49"
"UKE00107962","YEOVILTON, UK","2024-06-24","0.00",,,"79","55"
"UKE00107962","YEOVILTON, UK","2024-06-25","0.00",,,"80","54"
"UKE00107962","YEOVILTON, UK","2024-06-26","0.00",,,"72","57"
"UKE00107962","YEOVILTON, UK","2024-06-27","0.00",,,"66","58"
"UKE00107962","YEOVILTON, UK","2024-06-28","0.00",,,"73","52"
"UKE00107962","YEOVILTON, UK","2024-06-29","0.03",,,"65","45"
"UKE00107962","YEOVILTON, UK","2024-06-30","0.00",,,,"55"
"UKW00035047","MANSTON, ENG UK","2024-01-01","0.15",,"46",,"43"
"UKW00035047","MANSTON, ENG UK","2024-01-02","0.25",,"53","55","46"
"UKW00035047","MANSTON, ENG UK","2024-01-03","0.24",,"49","54","47"
"UKW00035047","MANSTON, ENG UK","2024-01-04","0.00",,"47","51","42"
"UKW00035047","MANSTON, ENG UK","2024-01-05","0.56",,"44","51","41"
"UKW00035047","MANSTON, ENG UK","2024-01-06","0.08",,"41","43",
"UKW00035047","MANSTON, ENG UK","2024-01-07","0.02",,"39","41","36"
"UKW00035047","MANSTON, ENG UK","2024-01-08","0.14",,"36","40","32"
"UKW00035047","MANSTON, ENG UK","2024-01-09","0.04",,"35","43","32"
"UKW00035047","MANSTON, ENG UK","2024-01-10","0.00",,"35","40",
"UKW00035047","MANSTON, ENG UK","2024-01-11","0.00",,"38","44","30"
"UKW00035047","MANSTON, ENG UK","2024-01-12","0.03",,"42","44",
"UKW00035047","MANSTON, ENG UK","2024-01-13","0.01",,"36","41","34"
"UKW00035047","MANSTON, ENG UK","2024-01-14","0.02",,"38","41","35"
"UKW00035047","MANSTON, ENG UK","2024-01-15","0.00",,"34","39","32"
"UKW00035047","MANSTON, ENG UK","2024-01-16","0.00",,"31","39","25"
"UKW00035047","MANSTON, ENG UK","2024-01-17","0.00",,"35","39","30"
"UKW00035047","MANSTON, ENG UK","2024-01-18","0.02",,"33","39",
"UKW00035047","MANSTON, ENG UK","2024-01-19","0.00",,"32","42","26"
"UKW00035047","MANSTON, ENG UK","2024-01-20","0.00",,"36","40","30"
"UKW00035047","MANSTON, ENG UK","2024-01-21","0.00",,"46",,"36"
"UKW00035047","MANSTON, ENG UK","2024-01-22","0.17",,"50","54",
"UKW00035047","MANSTON, ENG UK","2024-01-23","0.01",,"47",,"38"
"UKW00035047","MANSTON, ENG UK","2024-01-24","0.10",,"51","55",
"UKW00035047","MANSTON, ENG UK","2024-01-25","0.00",,"47","53","40"
"UKW00035047","MANSTON, ENG UK","2024-01-26","0.02",,"46","53",
"UKW00035047","MANSTON, ENG UK","2024-01-27","0.00",,"39","47","34"
"UKW00035047","MANSTON, ENG UK","2024-01-28","0.00",,"42","47","38"
"UKW00035047","MANSTON, ENG UK","2024-01-29","0.00",,"47","51","42"
"UKW00035047","MANSTON, ENG UK","2024-01-30","0.00",,"47","52","43"
"UKW00035047","MANSTON, ENG UK","2024-01-31","0.00",,"46",,"42"
"UKW00035047","MANSTON, ENG UK","2024-02-01","0.00",,"44","52",
"UKW00035047","MANSTON, ENG UK","2024-02-02","0.00",,"47","55","38"
"UKW00035047","MANSTON, ENG UK","2024-02-03","0.00",,"52","56","47"
"UKW00035047","MANSTON, ENG UK","2024-02-04","0.00",,"53","56",
"UKW00035047","MANSTON, ENG UK","2024-02-05","0.00",,"49","55","45"
"UKW00035047","MANSTON, ENG UK","2024-02-06","0.00",,"53","56","49"
"UKW00035047","MANSTON, ENG UK","2024-02-07","0.35",,"42","54","38"
"UKW00035047","MANSTON, ENG UK","2024-02-08","0.04",,"46","53","38"
"UKW00035047","MANSTON, ENG UK","2024-02-09","0.69",,"51","54","49"
"UKW00035047","MANSTON, ENG UK","2024-02-10","0.15",,"49","52",
"UKW00035047","MANSTON, ENG UK","2024-02-11","0.14",,"46","51","41"
"UKW00035047","MANSTON, ENG UK","2024-02-12","0.09",,"42","48","37"
"UKW00035047","MANSTON, ENG UK","2024-02-13","0.00",,"45",,"38"
"UKW00035047","MANSTON, ENG UK","2024-02-14","0.00",,"53","55","47"
"UKW00035047","MANSTON, ENG UK","2024-02-15","0.13",,"55","61","52"
"UKW00035047","MANSTON, ENG UK","2024-02-16","0.02",,"53","56",
"UKW00035047","MANSTON, ENG UK","2024-02-17","0.01",,"51","55","47"
"UKW00035047","MANSTON, ENG UK","2024-02-18","0.40",,"52","56","49"
"UKW00035047","MANSTON, ENG UK","2024-02-19","0.15",,"48","54","44"
"UKW00035047","MANSTON, ENG UK","2024-02-20","0.02",,"47","52","41"
"UKW00035047","MANSTON, ENG UK","2024-02-21","0.00",,"49","52","47"
"UKW00035047","MANSTON, ENG UK","2024-02-22","0.09",,"47","54","39"
"UKW00035047","MANSTON, ENG UK","2024-02-23","0.58",,"41","47","37"
"UKW00035047","MANSTON, ENG UK","2024-02-24","0.00",,"39","49",
"UKW00035047","MANSTON, ENG UK","2024-02-25","0.10",,"41","45","32"
"UKW00035047","MANSTON, ENG UK","2024-02-26","0.32","0.4","45","45","43"
"UKW00035047","MANSTON, ENG UK","2024-02-27","0.00",,"43","46",
"UKW00035047","MANSTON, ENG UK","2024-02-28","0.00",,"46","52","41"
"UKW00035047","MANSTON, ENG UK","2024-02-29","0.02",,"49","56",
"UKW00035047","MANSTON, ENG UK","2024-03-01","0.30",,"41","47","36"
"UKW00035047","MANSTON, ENG UK","2024-03-02","0.20",,"43","48","37"
"UKW00035047","MANSTON, ENG UK","2024-03-03","0.15",,"41","46","37"
"UKW00035047","MANSTON, ENG UK","2024-03-04","0.00",,"44","52","35"
"UKW00035047","MANSTON, ENG UK","2024-03-05","0.06",,"45","49","43"
"UKW00035047","MANSTON, ENG UK","2024-03-06","0.04",,"45","52","41"
"UKW00035047","MANSTON, ENG UK","2024-03-07","0.00",,"45","50","39"
"UKW00035047","MANSTON, ENG UK","2024-03-08","0.01",,"45","48","41"
"UKW00035047","MANSTON, ENG UK","2024-03-09","0.00",,"49","53","44"
"UKW00035047","MANSTON, ENG UK","2024-03-10","0.09",,"47","52","45"
"UKW00035047","MANSTON, ENG UK","2024-03-11","0.37",,"45","47",
"UKW00035047","MANSTON, ENG UK","2024-03-12","0.00",,"48","54","43"
"UKW00035047","MANSTON, ENG UK","2024-03-13","0.43",,"52","55","50"
"UKW00035047","MANSTON, ENG UK","2024-03-14","0.00",,"52","59","48"
"UKW00035047","MANSTON, ENG UK","2024-03-15","0.00",,"53","59",
"UKW00035047","MANSTON, ENG UK","2024-03-16","0.02",,"48","53","44"
"UKW00035047","MANSTON, ENG UK","2024-03-17","0.00",,"51","56","47"
"UKW00035047","MANSTON, ENG UK","2024-03-18","0.05",,"51","60","46"
"UKW00035047","MANSTON, ENG UK","2024-03-19","0.00",,"52","57","48"
"UKW00035047","MANSTON, ENG UK","2024-03-20","0.00",,"51","59","46"
"UKW00035047","MANSTON, ENG UK","2024-03-21","0.00",,"50","55","46"
"UKW00035047","MANSTON, ENG UK","2024-03-22","0.00",,"49","53","44"
"UKW00035047","MANSTON, ENG UK","2024-03-23","0.09",,"43","51","37"
"UKW00035047","MANSTON, ENG UK","2024-03-24","0.07",,"46","54","39"
"UKW00035047","MANSTON, ENG UK","2024-03-25","0.00",,"46","53","37"
"UKW00035047","MANSTON, ENG UK","2024-03-26","0.00",,"48","53","45"
"UKW00035047","MANSTON, ENG UK","2024-03-27","0.15",,"47",,"40"
"UKW00035047","MANSTON, ENG UK","2024-04-01","0.00",,"48","56","45"
"UKW00035047","MANSTON, ENG UK","2024-04-02",,,"49",,
"UKW00035047","MANSTON, ENG UK","2024-04-03","0.20",,"51","57","48"
"UKW00035047","MANSTON, ENG UK","2024-04-04","0.13",,"54","60","48"
"UKW00035047","MANSTON, ENG UK","2024-04-05","0.05",,"56","63","53"
"UKW00035047","MANSTON, ENG UK","2024-04-06","0.03",,"60","65","54"
"UKW00035047","MANSTON, ENG UK","2024-04-07","0.20",,"55","63",
"UKW00035047","MANSTON, ENG UK","2024-04-08","0.00",,"53","61","45"
"UKW00035047","MANSTON, ENG UK","2024-04-09","0.05",,"49","57",
"UKW00035047","MANSTON, ENG UK","2024-04-10","0.00",,"49","56","39"
"UKW00035047","MANSTON, ENG UK","2024-04-11","0.01",,"56","63","51"
"UKW00035047","MANSTON, ENG UK","2024-04-12","0.00",,"58","69","49"
"UKW00035047","MANSTON, ENG UK","2024-04-13","0.00",,"58","69","50"
"UKW00035047","MANSTON, ENG UK","2024-04-14","0.00",,"50","61",
"UKW00035047","MANSTON, ENG UK","2024-04-15","0.00",,"47","54","40"
"UKW00035047","MANSTON, ENG UK","2024-04-16","0.19",,"47","54","43"
"UKW00035047","MANSTON, ENG UK","2024-04-17","0.11","2.8","45","53","38"
"UKW00035047","MANSTON, ENG UK","2024-04-18","0.09","2.8","47","53","40"
"UKW00035047","MANSTON, ENG UK","2024-04-19","0.02",,"49","56",
"UKW00035047","MANSTON, ENG UK","2024-04-20","0.15",,"45","51","41"
"UKW00035047","MANSTON, ENG UK","2024-04-21","0.00",,"45","51","41"
"UKW00035047","MANSTON, ENG UK","2024-04-22","0.01",,"45","51",
"UKW00035047","MANSTON, ENG UK","2024-04-23","0.00",,"44","50","38"
"UKW00035047","MANSTON, ENG UK","2024-04-24","0.01",,"44","49","41"
"UKW00035047","MANSTON, ENG UK","2024-04-25","0.00",,"45","53","36"
"UKW00035047","MANSTON, ENG UK","2024-04-26","0.17",,"45","51","38"
"UKW00035047","MANSTON, ENG UK","2024-04-27","0.26",,"49","56","44"
"UKW00035047","MANSTON, ENG UK","2024-04-28","0.52",,"49","55",
"UKW00035047","MANSTON, ENG UK","2024-04-29","0.01",,"51","60","40"
"UKW00035047","MANSTON, ENG UK","2024-04-30","0.00",,"53","59","45"
"UKW00035047","MANSTON, ENG UK","2024-05-02","0.00",,"55","60","50"
"UKW00035047","MANSTON, ENG UK","2024-05-03","0.01",,"51","59",
"UKW00035047","MANSTON, ENG UK","2024-05-04","0.22",,"51","60","43"
"UKW00035047","MANSTON, ENG UK","2024-05-05","0.00","5.5","52","61","42"
"UKW00035047","MANSTON, ENG UK","2024-05-06","0.00",,"53","58","49"
"UKW00035047","MANSTON, ENG UK","2024-05-07","0.35",,"54","63",
"UKW00035047","MANSTON, ENG UK","2024-05-08","0.00",,"51","57",
"UKW00035047","MANSTON, ENG UK","2024-05-09","0.00",,"53","61","44"
"UKW00035047","MANSTON, ENG UK","2024-05-10","0.00",,"56","65","47"
"UKW00035047","MANSTON, ENG UK","2024-05-11","0.00",,"57","65","51"
"UKW00035047","MANSTON, ENG UK","2024-05-12","0.00",,"63","72","54"
"UKW00035047","MANSTON, ENG UK","2024-05-13","0.00",,"59","66","54"
"UKW00035047","MANSTON, ENG UK","2024-05-14","0.06",,"57","60","54"
"UKW00035047","MANSTON, ENG UK","2024-05-15","0.13",,"57","63",
"UKW00035047","MANSTON, ENG UK","2024-05-16","0.00",,"55","60","51"
"UKW00035047","MANSTON, ENG UK","2024-05-17","0.15",,"57","67","45"
"UKW00035047","MANSTON, ENG UK","2024-05-18","0.00",,"57","65",
"UKW00035047","MANSTON, ENG UK","2024-05-19","0.00",,"57","64","51"
"UKW00035047","MANSTON, ENG UK","2024-05-20","0.00",,"54","59","51"
"UKW00035047","MANSTON, ENG UK","2024-05-21","0.02",,"56","59","53"
"UKW00035047","MANSTON, ENG UK","2024-05-22","0.39",,"58","65","55"
"UKW00035047","MANSTON, ENG UK","2024-05-23","0.01",,"58","67","51"
"UKW00035047","MANSTON, ENG UK","2024-05-24","0.00",,"54","63","45"
"UKW00035047","MANSTON, ENG UK","2024-05-25","0.00",,"57","66","46"
"UKW00035047","MANSTON, ENG UK","2024-05-26","0.35",,"59","68",
"UKW00035047","MANSTON, ENG UK","2024-05-27","0.07",,"55","62",
"UKW00035047","MANSTON, ENG UK","2024-05-28","0.13",,"56","63","48"
"UKW00035047","MANSTON, ENG UK","2024-05-29","0.09",,"61","69","55"
"UKW00035047","MANSTON, ENG UK","2024-05-30","0.01",,"57","63",
"UKW00035047","MANSTON, ENG UK","2024-05-31","0.07",,"55","60","53"
"UKW00035047","MANSTON, ENG UK","2024-06-01","0.14",,"56","62","52"
